Год выпуска,КПП,Мощность,Объём,Привод,Пробег,Руль,Тип кузова,Топливо,Цвет,Цена
2011.0,вариатор,141.0,2.0,передний,93000.0,левый,кроссовер,бензин,фиолетовый,12181.0
2011.0,вариатор,141.0,2.0,передний,110000.0,левый,кроссовер,бензин,белый,12315.0
2011.0,вариатор,141.0,2.0,полный подключаемый,88000.0,левый,кроссовер,бензин,серый,13315.0
2005.0,автомат,225.0,3.3,передний,,левый,седан,бензин,серый,13300.0
2004.0,автомат,,3.0,задний,,левый,седан,бензин,черный,7700.0
2001.0,механика,,1.8,,,левый,хэтчбек,бензин,серый,2200.0
2001.0,механика,115.0,2.0,передний,190000.0,левый,седан,бензин,дипломат,2000.0
2002.0,вариатор,86.0,1.3,передний,190000.0,правый,хэтчбек,бензин,серебряный,3800.0
2003.0,механика,129.0,2.0,передний,277000.0,левый,минивэн / бус,дизель,белый,8000.0
2001.0,автомат,,2.8,передний,,левый,минивэн / бус,бензин,,300.0
1998.0,автомат,,2.2,передний,217000.0,правый,седан,газ-бензин,белый,4500.0
2001.0,автомат,,4.0,задний,,левый,седан,бензин,черный,8800.0
2002.0,автомат,,2.0,передний,247000.0,правый,минивэн / бус,бензин,черный,4800.0
2001.0,автомат,,2.5,передний,22000.0,правый,седан,бензин,белый,4450.0
1999.0,автомат,,2.3,передний,,правый,минивэн / бус,бензин,серый,3.0
2005.0,автомат,,1.3,,,правый,хэтчбек,бензин,серебряный,4600.0
2008.0,вариатор,160.0,1.8,передний,122000.0,левый,седан,бензин,голубой,9700.0
2009.0,автомат,272.0,3.5,задний,170000.0,,седан,бензин,черный,15500.0
2003.0,автомат,125.0,1.7,передний,184.0,правый,минивэн / бус,бензин,белый,4000.0
2003.0,автомат,500.0,5.4,задний,174000.0,левый,седан,бензин,черный,14300.0
2002.0,автомат,,2.0,передний,151000.0,правый,минивэн / бус,бензин,белый жемчуг,4200.0
2001.0,автомат,250.0,2.7,постоянный полный,210000.0,левый,универсал,бензин,серый,4900.0
2003.0,автомат,238.0,4.7,постоянный полный,,левый,внедорожник / пикап,газ-бензин,серый,19800.0
2010.0,автомат,172.0,2.5,постоянный полный,70000.0,левый,кроссовер,бензин,серебряный,14000.0
2003.0,автомат,109.0,1.5,передний,,правый,хэтчбек,газ-бензин,золотой,4600.0
1985.0,механика,90.0,1.8,передний,,левый,седан,бензин,серый,1428.0
1999.0,автомат,200.0,2.5,передний,245000.0,правый,седан,бензин,черный,3700.0
2002.0,автомат,200.0,2.5,постоянный полный,,правый,седан,бензин,синий,5300.0
2004.0,автомат,218.0,2.5,задний,,левый,седан,бензин,черный,9999.0
2002.0,автомат,145.0,2.0,передний,,левый,универсал,бензин,белый,2900.0
2003.0,автомат,91.0,1.3,передний,95000.0,правый,хэтчбек,бензин,золотой,4000.0
2006.0,автомат,,3.3,постоянный полный,128000.0,левый,внедорожник / пикап,бензин,серебряный,13000.0
2006.0,автомат,71.0,1.0,,134000.0,правый,хэтчбек,бензин,серебряный,4100.0
2010.0,,,2.7,полный подключаемый,188888.0,левый,внедорожник / пикап,газ-бензин,белый,25700.0
1991.0,автомат,115.0,2.0,передний,,левый,седан,бензин,,2714.0
1998.0,механика,,1.4,передний,,левый,хэтчбек,бензин,серебряный,2900.0
2002.0,механика,129.0,1.8,передний,250000.0,левый,седан,бензин,серебряный,5628.0
1999.0,автомат,,3.0,постоянный полный,198000.0,левый,внедорожник / пикап,бензин,золотой,5800.0
2011.0,автомат,,1500.0,передний,55000.0,левый,седан,бензин,бордовый,8500.0
1999.0,механика,3.0,3.0,задний,111.0,левый,минивэн / бус,дизель,белый,8900.0
2000.0,автомат,145.0,2.0,передний,,левый,седан,бензин,серебряный,3300.0
1994.0,автомат,90.0,1.8,передний,258000.0,левый,хэтчбек,бензин,серебряный,2700.0
2006.0,автомат,276.0,3.5,постоянный полный,,левый,кроссовер,газ-бензин,,14700.0
1996.0,механика,,2.2,полный подключаемый,,левый,внедорожник / пикап,бензин,смарагд,145000.0
2002.0,автомат,213.0,2.0,передний,150000.0,правый,универсал,бензин,фиолетовый,4500.0
1995.0,автомат,230.0,3.0,задний,206655.0,левый,седан,бензин,серый,2142.0
2005.0,автомат,204.0,3.0,постоянный полный,180000.0,левый,кроссовер,бензин,золотой,11500.0
2003.0,механика,150.0,2.4,передний,,левый,купе,бензин,черный,5500.0
2000.0,автомат,150.0,2.7,полный подключаемый,190000.0,правый,внедорожник / пикап,бензин,серый,6500.0
2000.0,автомат,150.0,2.7,полный подключаемый,190000.0,правый,внедорожник / пикап,бензин,серый,6500.0
1988.0,механика,90.0,1.8,передний,,левый,хэтчбек,бензин,красный,1571.0
2010.0,автомат,306.0,3.5,задний,92000.0,левый,седан,бензин,черный,17500.0
1999.0,механика,51.0,0.8,передний,310000.0,левый,хэтчбек,бензин,голубой,1142.0
1987.0,механика,1000.0,5.0,полный подключаемый,5000.0,левый,универсал,дизель,голубой,8500.0
2006.0,автомат,275.0,4.7,постоянный полный,190000.0,левый,внедорожник / пикап,бензин,черный,19000.0
2000.0,автомат,86.0,1.3,передний,,правый,минивэн / бус,бензин,черный,3800.0
1990.0,механика,55.0,15.0,передний,22.0,левый,седан,бензин,коричневый,471.0
2003.0,автомат,280.0,2.0,,140000.0,левый,седан,бензин,синий,6500.0
2000.0,автомат,279.0,4.3,задний,168000.0,левый,седан,бензин,серебряный,7700.0
2002.0,автомат,136.0,1.9,передний,,правый,седан,бензин,серый,4500.0
1994.0,механика,136.0,2.0,задний,,,седан,бензин,серый,3142.0
2004.0,автомат,,4.7,,,левый,внедорожник / пикап,газ-бензин,белый,17800.0
2002.0,механика,,2.2,задний,,левый,минивэн / бус,дизель,темно-синий,8500.0
